Order ID,Date,Product Category,Product,Region,Quantity,SalesAmount,Cost,Profit,ProfitMargin
ORD-44986,2024-07-03,Home Goods,Chairs,Europe,8,3524.31,1917.23,1607.08,0.456
ORD-79438,2024-07-03,Home Goods,Sofas,North America,7,4539.92,3079.2,1460.72,0.3218
ORD-94428,2024-07-03,Accessories,Smartwatches,Europe,3,888.01,361.69,526.32,0.5927
ORD-90714,2024-07-03,Accessories,Smartwatches,Asia Pacific,6,297.63,161.79,135.83,0.4564
ORD-29114,2024-07-03,Home Goods,Desks,Latin America,3,467.12,247.64,219.48,0.4699
ORD-82860,2024-07-03,Electronics,Smartphones,Asia Pacific,6,9099.98,6425.31,2674.67,0.2939
ORD-48602,2024-07-03,Clothing,T-Shirts,Europe,1,94.55,30.3,64.25,0.6796
ORD-68959,2024-07-03,Accessories,Smartwatches,Latin America,10,2575.59,1046.72,1528.87,0.5936
ORD-62898,2024-07-03,Electronics,Laptops,Middle East & Africa,1,1721.71,1167.59,554.12,0.3218
ORD-93214,2024-07-04,Accessories,Headphones,North America,4,171.87,91.8,80.08,0.4659
ORD-89581,2024-07-04,Accessories,Smartwatches,North America,6,477.7,202.65,275.06,0.5758
ORD-91505,2024-07-04,Clothing,Jeans,Europe,9,534.25,198.37,335.87,0.6287
ORD-94587,2024-07-04,Accessories,Backpacks,North America,3,785.31,463.11,322.19,0.4103
ORD-44852,2024-07-04,Clothing,T-Shirts,Europe,9,1155.15,481.11,674.04,0.5835
ORD-11014,2024-07-04,Clothing,T-Shirts,Middle East & Africa,5,285.01,101.85,183.16,0.6426
ORD-18352,2024-07-04,Home Goods,Desks,Asia Pacific,2,1157.47,622.27,535.21,0.4624
ORD-96720,2024-07-04,Home Goods,Chairs,Asia Pacific,1,407.38,248.65,158.73,0.3896
ORD-44897,2024-07-04,Electronics,Monitors,North America,7,13877.14,8643.14,5234.0,0.3772
ORD-54673,2024-07-05,Accessories,Chargers,Europe,5,1306.16,584.48,721.68,0.5525
ORD-25021,2024-07-05,Accessories,Smartwatches,Latin America,1,125.02,50.73,74.29,0.5942
ORD-58548,2024-07-05,Clothing,Sneakers,North America,2,100.39,44.47,55.92,0.5571
ORD-93663,2024-07-05,Electronics,Tablets,Middle East & Africa,9,17002.36,12494.64,4507.72,0.2651
ORD-43954,2024-07-05,Clothing,Jeans,Latin America,4,266.23,86.28,179.95,0.6759
ORD-62993,2024-07-05,Accessories,Chargers,Middle East & Africa,1,111.9,56.72,55.18,0.4932
ORD-77873,2024-07-05,Home Goods,Desks,Middle East & Africa,1,587.57,323.08,264.49,0.4501
ORD-16203,2024-07-05,Electronics,Laptops,Europe,3,5272.11,3707.78,1564.33,0.2967
ORD-46545,2024-07-05,Electronics,Smartphones,North America,6,8695.54,5622.73,3072.81,0.3534
ORD-70137,2024-07-05,Electronics,Laptops,Middle East & Africa,9,7004.72,4429.07,2575.64,0.3677
ORD-66059,2024-07-05,Clothing,Sneakers,Middle East & Africa,4,327.37,142.32,185.05,0.5653
ORD-22409,2024-07-05,Clothing,Jeans,Middle East & Africa,10,476.79,176.73,300.07,0.6293
ORD-48658,2024-07-05,Clothing,Jeans,North America,7,831.85,348.4,483.45,0.5812
ORD-62730,2024-07-05,Electronics,Monitors,North America,8,6322.94,4027.97,2294.97,0.363
ORD-14716,2024-07-05,Electronics,Tablets,Latin America,10,12782.83,9079.15,3703.67,0.2897
ORD-76416,2024-07-05,Home Goods,Desks,Latin America,2,1209.59,749.23,460.36,0.3806
ORD-81846,2024-07-06,Electronics,Smartphones,North America,3,2090.2,1496.88,593.32,0.2839
ORD-49478,2024-07-06,Accessories,Smartwatches,North America,2,383.81,160.59,223.22,0.5816
ORD-39801,2024-07-06,Home Goods,Chairs,Asia Pacific,10,2243.4,1237.91,1005.49,0.4482
ORD-84570,2024-07-06,Clothing,Jeans,Latin America,4,266.21,100.36,165.85,0.623
ORD-59604,2024-07-06,Home Goods,Sofas,Europe,3,1473.64,779.45,694.19,0.4711
ORD-46884,2024-07-06,Clothing,Jackets,North America,2,248.08,87.59,160.49,0.6469
ORD-47436,2024-07-06,Accessories,Smartwatches,Latin America,9,858.76,513.24,345.52,0.4023
ORD-27099,2024-07-06,Home Goods,Chairs,Europe,6,4443.41,2977.8,1465.61,0.3298
ORD-90349,2024-07-06,Accessories,Smartwatches,Middle East & Africa,3,208.95,106.53,102.42,0.4902
ORD-26239,2024-07-06,Accessories,Chargers,Latin America,3,489.17,232.61,256.56,0.5245
ORD-94606,2024-07-06,Electronics,Smartphones,Latin America,10,11876.57,8193.88,3682.69,0.3101
ORD-47357,2024-07-06,Home Goods,Chairs,Latin America,10,1211.24,624.01,587.23,0.4848
ORD-34487,2024-07-06,Home Goods,Lamps,Middle East & Africa,6,1737.32,1100.66,636.66,0.3665
ORD-32784,2024-07-06,Accessories,Smartwatches,Latin America,4,150.25,65.64,84.61,0.5631
ORD-65097,2024-07-07,Home Goods,Desks,Middle East & Africa,2,1053.46,548.63,504.83,0.4792
ORD-16462,2024-07-07,Home Goods,Lamps,Asia Pacific,6,1575.82,797.13,778.68,0.4941
ORD-25925,2024-07-07,Home Goods,Chairs,North America,10,5272.81,3501.72,1771.09,0.3359
ORD-73755,2024-07-07,Accessories,Chargers,Middle East & Africa,2,596.83,301.46,295.38,0.4949
ORD-90097,2024-07-07,Clothing,T-Shirts,Middle East & Africa,5,682.17,255.76,426.41,0.6251
ORD-91912,2024-07-07,Accessories,Headphones,Asia Pacific,6,448.05,211.74,236.32,0.5274
ORD-75659,2024-07-07,Home Goods,Chairs,Latin America,5,2752.5,1704.06,1048.44,0.3809
ORD-80754,2024-07-07,Home Goods,Chairs,Latin America,9,6299.29,3183.86,3115.44,0.4946
ORD-92350,2024-07-07,Home Goods,Lamps,Middle East & Africa,2,1267.19,818.55,448.65,0.354
ORD-68179,2024-07-07,Home Goods,Sofas,Asia Pacific,5,1540.87,842.66,698.21,0.4531
ORD-94838,2024-07-07,Home Goods,Chairs,North America,5,1680.64,983.43,697.21,0.4148
ORD-34529,2024-07-07,Home Goods,Desks,Latin America,4,1905.41,1193.35,712.06,0.3737
ORD-45163,2024-07-07,Home Goods,Desks,North America,3,819.44,521.74,297.7,0.3633
ORD-98094,2024-07-07,Electronics,Tablets,North America,3,3573.62,2185.31,1388.31,0.3885
ORD-43135,2024-07-07,Electronics,Laptops,Latin America,7,4143.95,2713.57,1430.38,0.3452
ORD-20567,2024-07-07,Clothing,Sneakers,Latin America,1,130.49,41.68,88.81,0.6806
ORD-15460,2024-07-07,Home Goods,Lamps,Europe,7,2011.28,1354.3,656.99,0.3267
ORD-84852,2024-07-07,Clothing,Jackets,Latin America,4,449.31,157.78,291.53,0.6488
ORD-28190,2024-07-07,Electronics,Laptops,Latin America,3,3439.92,2305.19,1134.72,0.3299
ORD-39484,2024-07-08,Electronics,Monitors,Europe,5,6815.47,4090.71,2724.76,0.3998
ORD-49836,2024-07-08,Electronics,Laptops,North America,8,8589.62,5550.8,3038.81,0.3538
ORD-20412,2024-07-08,Accessories,Smartwatches,Europe,7,1151.72,572.22,579.5,0.5032
ORD-43287,2024-07-08,Electronics,Monitors,Middle East & Africa,6,10984.71,6867.07,4117.65,0.3749
ORD-26799,2024-07-08,Electronics,Monitors,Latin America,7,9425.79,6289.93,3135.86,0.3327
ORD-25743,2024-07-08,Electronics,Laptops,North America,2,997.42,723.93,273.49,0.2742
ORD-15484,2024-07-08,Home Goods,Chairs,Asia Pacific,1,53.12,28.35,24.77,0.4663
ORD-93022,2024-07-08,Clothing,Jeans,Europe,6,547.85,187.72,360.12,0.6573
ORD-40602,2024-07-08,Accessories,Headphones,Latin America,6,1477.29,866.6,610.69,0.4134
ORD-60486,2024-07-08,Clothing,Sneakers,Latin America,2,94.96,43.05,51.91,0.5466
ORD-65886,2024-07-08,Electronics,Smartphones,Middle East & Africa,8,8679.61,6662.29,2017.31,0.2324
ORD-70710,2024-07-08,Electronics,Monitors,Europe,6,4780.26,2880.22,1900.04,0.3975
ORD-67255,2024-07-08,Electronics,Monitors,Middle East & Africa,2,1624.86,1191.73,433.13,0.2666
ORD-26643,2024-07-08,Electronics,Tablets,Europe,5,9666.87,7702.91,1963.97,0.2032
ORD-32856,2024-07-08,Accessories,Chargers,Latin America,3,407.34,169.51,237.84,0.5839
ORD-60890,2024-07-08,Clothing,Jackets,Middle East & Africa,7,569.16,255.18,313.98,0.5517
ORD-98053,2024-07-08,Home Goods,Chairs,Europe,9,5441.57,2876.11,2565.46,0.4715
ORD-84694,2024-07-08,Clothing,Jackets,North America,9,835.24,314.87,520.37,0.623
ORD-75533,2024-07-08,Electronics,Laptops,Asia Pacific,4,6117.72,4878.29,1239.43,0.2026
ORD-17696,2024-07-08,Home Goods,Desks,Europe,3,1342.38,675.19,667.19,0.497
ORD-88111,2024-07-08,Accessories,Headphones,Europe,9,1566.59,847.67,718.92,0.4589
ORD-93539,2024-07-08,Home Goods,Chairs,Middle East & Africa,2,768.55,497.16,271.38,0.3531
ORD-63775,2024-07-09,Accessories,Headphones,Latin America,8,1111.95,515.0,596.95,0.5368
ORD-26741,2024-07-09,Clothing,T-Shirts,Latin America,2,117.3,56.15,61.16,0.5213
ORD-43889,2024-07-09,Electronics,Tablets,North America,2,2341.85,1576.29,765.56,0.3269
ORD-32030,2024-07-09,Home Goods,Sofas,Europe,10,4840.78,2605.04,2235.74,0.4619
ORD-95501,2024-07-09,Accessories,Smartwatches,Latin America,9,1585.7,788.03,797.67,0.503
ORD-71122,2024-07-09,Clothing,T-Shirts,North America,9,259.57,95.78,163.79,0.631
ORD-52893,2024-07-09,Accessories,Backpacks,Latin America,2,165.85,75.56,90.29,0.5444
ORD-58639,2024-07-09,Accessories,Backpacks,Latin America,7,119.64,49.86,69.78,0.5833
ORD-58114,2024-07-09,Electronics,Smartphones,Europe,8,15978.76,10819.02,5159.74,0.3229
ORD-76629,2024-07-09,Clothing,Sneakers,Middle East & Africa,5,234.38,97.01,137.37,0.5861
ORD-63317,2024-07-09,Clothing,Jeans,North America,1,61.67,19.44,42.23,0.6848
ORD-40887,2024-07-09,Accessories,Backpacks,Latin America,6,206.34,101.17,105.17,0.5097
ORD-47981,2024-07-09,Accessories,Chargers,Europe,6,581.56,318.73,262.83,0.4519
ORD-49695,2024-07-09,Home Goods,Sofas,Asia Pacific,8,5413.05,3136.47,2276.58,0.4206
ORD-66104,2024-07-09,Accessories,Headphones,Middle East & Africa,10,2700.52,1194.4,1506.11,0.5577
ORD-24748,2024-07-09,Clothing,Jackets,Middle East & Africa,3,130.71,50.69,80.02,0.6122
ORD-84202,2024-07-09,Clothing,Jackets,Middle East & Africa,5,696.35,336.49,359.86,0.5168
ORD-70269,2024-07-10,Electronics,Tablets,Asia Pacific,8,6060.03,4521.57,1538.46,0.2539
ORD-80522,2024-07-10,Accessories,Chargers,Middle East & Africa,10,161.56,87.96,73.6,0.4556
ORD-49091,2024-07-10,Clothing,T-Shirts,Middle East & Africa,5,162.53,71.55,90.98,0.5598
ORD-96315,2024-07-10,Accessories,Headphones,Europe,8,1785.08,956.5,828.57,0.4642
ORD-55899,2024-07-10,Electronics,Laptops,North America,7,5070.07,3370.81,1699.27,0.3352
ORD-30113,2024-07-10,Accessories,Chargers,Asia Pacific,9,2065.55,918.36,1147.19,0.5554
ORD-10815,2024-07-10,Accessories,Chargers,North America,2,370.24,194.88,175.37,0.4737
ORD-43190,2024-07-10,Home Goods,Chairs,Europe,2,293.15,162.31,130.84,0.4463
ORD-37652,2024-07-10,Clothing,Jackets,Latin America,6,875.08,426.05,449.03,0.5131
ORD-21526,2024-07-10,Accessories,Headphones,Europe,7,1532.4,615.59,916.81,0.5983
ORD-77168,2024-07-10,Accessories,Backpacks,Europe,5,524.63,236.33,288.3,0.5495
ORD-45192,2024-07-10,Clothing,T-Shirts,Latin America,5,465.86,176.13,289.73,0.6219
ORD-23043,2024-07-10,Clothing,Jackets,Europe,5,116.86,40.44,76.42,0.6539
ORD-39735,2024-07-11,Accessories,Backpacks,Europe,4,909.55,463.88,445.68,0.49
ORD-52810,2024-07-11,Accessories,Headphones,Asia Pacific,5,509.54,216.5,293.05,0.5751
ORD-88066,2024-07-11,Electronics,Monitors,Latin America,5,6062.31,4712.89,1349.42,0.2226
ORD-34865,2024-07-11,Accessories,Backpacks,Latin America,9,872.24,438.65,433.59,0.4971
ORD-85929,2024-07-11,Electronics,Monitors,North America,10,6398.23,4271.88,2126.35,0.3323
ORD-71103,2024-07-11,Clothing,Jackets,North America,2,88.67,28.99,59.68,0.6731
ORD-30359,2024-07-11,Home Goods,Desks,Europe,9,2725.76,1603.96,1121.79,0.4116
ORD-97850,2024-07-11,Accessories,Smartwatches,Europe,5,153.03,76.68,76.35,0.4989
ORD-23629,2024-07-11,Home Goods,Desks,Europe,7,5005.57,3116.75,1888.82,0.3773
ORD-54188,2024-07-11,Clothing,Sneakers,North America,2,120.6,53.17,67.43,0.5591
ORD-67456,2024-07-11,Accessories,Backpacks,Europe,3,362.17,215.26,146.92,0.4056
ORD-82237,2024-07-11,Electronics,Monitors,Middle East & Africa,4,5992.08,3920.0,2072.08,0.3458
ORD-11530,2024-07-11,Clothing,Jeans,Europe,6,133.96,66.15,67.81,0.5062
ORD-55338,2024-07-11,Electronics,Monitors,Middle East & Africa,5,7717.31,5723.22,1994.09,0.2584
ORD-30556,2024-07-11,Electronics,Tablets,North America,3,2654.49,1781.34,873.15,0.3289
ORD-63533,2024-07-12,Clothing,T-Shirts,Middle East & Africa,10,244.69,81.79,162.9,0.6657
ORD-30788,2024-07-12,Electronics,Smartphones,Middle East & Africa,4,2631.14,1809.25,821.89,0.3124
ORD-38736,2024-07-12,Electronics,Monitors,Europe,7,11106.2,8485.59,2620.61,0.236
ORD-99321,2024-07-12,Electronics,Laptops,North America,4,4911.06,3791.39,1119.68,0.228
ORD-40088,2024-07-12,Accessories,Backpacks,Europe,5,1338.88,622.71,716.17,0.5349
ORD-31587,2024-07-12,Home Goods,Chairs,Europe,7,5468.45,3049.53,2418.92,0.4423
ORD-49159,2024-07-12,Electronics,Smartphones,Middle East & Africa,6,4224.97,3360.42,864.55,0.2046
ORD-83677,2024-07-12,Accessories,Backpacks,Latin America,4,716.63,298.92,417.72,0.5829
ORD-61500,2024-07-12,Accessories,Backpacks,Latin America,6,1310.93,784.6,526.33,0.4015
ORD-70895,2024-07-12,Accessories,Smartwatches,North America,8,1198.54,601.27,597.27,0.4983
ORD-91673,2024-07-12,Clothing,Sneakers,North America,2,145.47,66.97,78.51,0.5397
ORD-66689,2024-07-12,Home Goods,Lamps,Asia Pacific,3,1563.24,999.02,564.22,0.3609
ORD-58335,2024-07-13,Accessories,Backpacks,Middle East & Africa,2,289.94,159.77,130.17,0.4489
ORD-49142,2024-07-13,Home Goods,Chairs,North America,2,422.27,295.01,127.25,0.3014
ORD-63829,2024-07-13,Electronics,Laptops,Asia Pacific,10,4127.85,2987.69,1140.17,0.2762
ORD-47443,2024-07-13,Electronics,Tablets,Asia Pacific,5,5487.62,3966.05,1521.58,0.2773
ORD-80744,2024-07-13,Home Goods,Chairs,Middle East & Africa,4,2143.7,1450.65,693.05,0.3233
ORD-26015,2024-07-13,Electronics,Laptops,Middle East & Africa,10,6885.07,5407.73,1477.35,0.2146
ORD-89180,2024-07-13,Clothing,Sneakers,North America,3,302.06,123.35,178.71,0.5916
ORD-57753,2024-07-13,Electronics,Monitors,Middle East & Africa,3,4651.5,3661.81,989.68,0.2128
ORD-46475,2024-07-13,Electronics,Laptops,Asia Pacific,2,1293.71,786.21,507.5,0.3923
ORD-95423,2024-07-13,Home Goods,Lamps,North America,2,1194.02,770.54,423.49,0.3547
ORD-83043,2024-07-13,Electronics,Smartphones,North America,9,12400.65,9613.49,2787.16,0.2248
ORD-74016,2024-07-13,Accessories,Chargers,Latin America,3,749.85,332.33,417.52,0.5568
ORD-22454,2024-07-14,Accessories,Smartwatches,Europe,7,1992.6,1134.83,857.77,0.4305
ORD-33301,2024-07-14,Accessories,Headphones,Asia Pacific,9,2357.86,1022.5,1335.35,0.5663
ORD-40410,2024-07-14,Clothing,Jeans,North America,3,80.73,33.89,46.84,0.5802
ORD-32429,2024-07-14,Clothing,T-Shirts,North America,5,674.86,304.76,370.1,0.5484
ORD-10877,2024-07-14,Electronics,Smartphones,North America,9,12539.52,8361.43,4178.09,0.3332
ORD-64788,2024-07-14,Accessories,Backpacks,Latin America,2,369.74,175.77,193.97,0.5246
ORD-74700,2024-07-14,Clothing,T-Shirts,North America,10,1055.57,423.05,632.53,0.5992
ORD-35471,2024-07-14,Clothing,Sneakers,Asia Pacific,2,136.96,48.71,88.25,0.6444
ORD-73828,2024-07-14,Clothing,Jackets,Latin America,4,426.78,198.06,228.72,0.5359
ORD-11547,2024-07-14,Clothing,Jeans,Latin America,9,1256.05,382.08,873.97,0.6958
ORD-95813,2024-07-15,Home Goods,Desks,Asia Pacific,8,4347.35,2510.51,1836.84,0.4225
ORD-14167,2024-07-15,Home Goods,Chairs,Latin America,3,1901.56,1240.09,661.46,0.3479
ORD-83352,2024-07-15,Accessories,Backpacks,Europe,2,530.73,263.55,267.18,0.5034
ORD-69623,2024-07-15,Accessories,Backpacks,Latin America,4,459.13,260.29,198.84,0.4331
ORD-40226,2024-07-15,Home Goods,Desks,Middle East & Africa,9,6332.48,3603.51,2728.96,0.4309
ORD-15503,2024-07-15,Home Goods,Lamps,Europe,7,3514.12,1800.69,1713.42,0.4876
ORD-28057,2024-07-15,Home Goods,Desks,North America,6,4665.85,2544.6,2121.25,0.4546
ORD-97871,2024-07-15,Electronics,Monitors,Europe,7,10591.41,7648.64,2942.77,0.2778
ORD-44648,2024-07-15,Accessories,Smartwatches,North America,7,1936.02,1018.94,917.09,0.4737
ORD-43442,2024-07-15,Clothing,Sneakers,Middle East & Africa,10,309.47,112.34,197.14,0.637
ORD-69568,2024-07-15,Electronics,Tablets,Middle East & Africa,5,3365.45,2350.1,1015.35,0.3017
ORD-29162,2024-07-15,Clothing,Sneakers,North America,3,129.57,42.5,87.07,0.672
ORD-63163,2024-07-15,Electronics,Tablets,Middle East & Africa,2,2327.52,1465.13,862.39,0.3705
ORD-56461,2024-07-16,Clothing,T-Shirts,Europe,2,116.77,48.25,68.53,0.5868
ORD-94868,2024-07-16,Electronics,Laptops,North America,5,1546.09,995.8,550.29,0.3559
ORD-49950,2024-07-16,Home Goods,Desks,Asia Pacific,2,1573.55,929.88,643.67,0.4091
ORD-93103,2024-07-16,Clothing,Jackets,North America,10,510.83,183.26,327.58,0.6413
ORD-48676,2024-07-16,Clothing,Sneakers,Europe,6,803.87,300.81,503.06,0.6258
ORD-48052,2024-07-16,Electronics,Smartphones,North America,3,2701.3,2128.03,573.27,0.2122
ORD-62370,2024-07-16,Home Goods,Sofas,Asia Pacific,4,883.68,447.64,436.04,0.4934
ORD-17612,2024-07-16,Electronics,Tablets,North America,2,3497.15,2451.9,1045.26,0.2989
ORD-85645,2024-07-16,Clothing,Sneakers,Middle East & Africa,5,438.53,140.5,298.03,0.6796
ORD-38874,2024-07-16,Accessories,Headphones,North America,3,813.64,384.2,429.44,0.5278
ORD-25849,2024-07-16,Electronics,Laptops,Asia Pacific,9,15998.1,12091.01,3907.09,0.2442
ORD-28371,2024-07-16,Electronics,Monitors,Latin America,6,10348.4,6361.94,3986.47,0.3852
ORD-21527,2024-07-16,Clothing,Jackets,Europe,6,494.68,196.67,298.01,0.6024
ORD-89182,2024-07-16,Electronics,Monitors,Latin America,7,2272.41,1442.7,829.71,0.3651
ORD-98408,2024-07-16,Home Goods,Lamps,Latin America,8,2613.83,1677.75,936.08,0.3581
ORD-30742,2024-07-16,Electronics,Tablets,North America,5,4727.1,3109.76,1617.34,0.3421
ORD-74198,2024-07-16,Electronics,Monitors,Europe,3,5500.12,3941.52,1558.61,0.2834
ORD-62886,2024-07-16,Accessories,Headphones,Europe,10,291.11,126.99,164.12,0.5638
ORD-86840,2024-07-16,Clothing,Sneakers,North America,1,42.88,16.08,26.8,0.625
ORD-36323,2024-07-16,Electronics,Smartphones,Asia Pacific,9,14233.84,8905.1,5328.74,0.3744
ORD-42188,2024-07-16,Clothing,Jackets,Middle East & Africa,7,237.71,106.24,131.47,0.5531
ORD-35356,2024-07-16,Clothing,Jeans,North America,5,559.05,230.0,329.05,0.5886
ORD-87768,2024-07-17,Electronics,Monitors,Europe,9,14845.76,9622.04,5223.72,0.3519
ORD-18623,2024-07-17,Accessories,Headphones,Asia Pacific,2,153.04,83.92,69.12,0.4516
ORD-35494,2024-07-17,Accessories,Chargers,North America,4,777.38,357.09,420.29,0.5407
ORD-29852,2024-07-17,Home Goods,Chairs,Europe,6,2887.54,1609.36,1278.19,0.4427
ORD-95447,2024-07-17,Electronics,Monitors,Europe,10,16506.15,10822.8,5683.35,0.3443
ORD-39345,2024-07-17,Accessories,Backpacks,Latin America,8,2308.47,1119.18,1189.29,0.5152
ORD-44938,2024-07-17,Accessories,Smartwatches,North America,2,170.6,71.97,98.63,0.5781
ORD-93621,2024-07-17,Accessories,Headphones,Europe,7,664.48,334.18,330.3,0.4971
ORD-17195,2024-07-17,Home Goods,Desks,Europe,3,1253.72,765.09,488.63,0.3897
ORD-27638,2024-07-17,Clothing,Jackets,North America,4,193.94,68.68,125.26,0.6459
ORD-96172,2024-07-17,Home Goods,Chairs,Middle East & Africa,1,417.98,285.02,132.97,0.3181
ORD-11586,2024-07-17,Home Goods,Sofas,Middle East & Africa,3,467.43,302.46,164.96,0.3529
ORD-23736,2024-07-17,Electronics,Monitors,North America,10,12399.14,7450.28,4948.86,0.3991
ORD-86290,2024-07-18,Accessories,Smartwatches,North America,7,1710.57,908.75,801.82,0.4687
ORD-30015,2024-07-18,Home Goods,Desks,Latin America,1,235.37,124.74,110.64,0.47
ORD-26907,2024-07-18,Electronics,Monitors,Middle East & Africa,1,1989.86,1237.44,752.42,0.3781
ORD-67221,2024-07-18,Home Goods,Lamps,Asia Pacific,2,1083.4,600.25,483.15,0.446
ORD-13488,2024-07-18,Clothing,T-Shirts,Asia Pacific,5,530.93,228.85,302.07,0.569
ORD-66722,2024-07-18,Home Goods,Desks,Latin America,9,6777.1,4557.88,2219.22,0.3275
ORD-73066,2024-07-18,Clothing,Jeans,Middle East & Africa,4,542.05,186.55,355.5,0.6558
ORD-62079,2024-07-18,Clothing,Jeans,Middle East & Africa,8,668.14,306.29,361.85,0.5416
ORD-40348,2024-07-18,Accessories,Chargers,Europe,7,1184.28,581.08,603.2,0.5093
ORD-14561,2024-07-18,Clothing,T-Shirts,Middle East & Africa,4,213.42,64.99,148.43,0.6955
ORD-63560,2024-07-18,Electronics,Laptops,Europe,5,2636.88,1973.25,663.64,0.2517
ORD-78031,2024-07-18,Clothing,T-Shirts,Middle East & Africa,7,256.81,108.59,148.22,0.5772
ORD-41568,2024-07-18,Accessories,Headphones,Latin America,7,450.57,220.57,230.0,0.5105
ORD-87905,2024-07-18,Clothing,T-Shirts,Middle East & Africa,8,1197.52,425.1,772.42,0.645
ORD-86564,2024-07-18,Accessories,Headphones,Latin America,1,77.92,42.75,35.18,0.4514
ORD-65709,2024-07-19,Accessories,Chargers,Europe,6,626.9,375.37,251.53,0.4012
ORD-10482,2024-07-19,Accessories,Backpacks,Europe,9,931.68,548.74,382.94,0.411
ORD-30951,2024-07-19,Accessories,Headphones,North America,1,271.62,122.19,149.43,0.5501
ORD-33305,2024-07-19,Clothing,Jackets,Europe,10,862.8,412.19,450.61,0.5223
ORD-30232,2024-07-19,Electronics,Monitors,Latin America,2,3308.47,2308.06,1000.4,0.3024
ORD-85161,2024-07-19,Electronics,Smartphones,North America,8,5213.03,3286.68,1926.35,0.3695
ORD-52528,2024-07-19,Accessories,Backpacks,Europe,6,1529.76,848.88,680.88,0.4451
ORD-68452,2024-07-19,Home Goods,Chairs,North America,9,5758.17,3403.66,2354.51,0.4089
ORD-15604,2024-07-19,Electronics,Tablets,Europe,10,10979.59,8255.79,2723.8,0.2481
ORD-82458,2024-07-19,Accessories,Backpacks,Middle East & Africa,4,373.36,219.83,153.53,0.4112
ORD-62210,2024-07-19,Electronics,Laptops,Europe,8,10437.69,6783.82,3653.87,0.3501
ORD-76629,2024-07-19,Clothing,Jackets,Middle East & Africa,10,448.71,216.66,232.05,0.5172
ORD-64846,2024-07-19,Accessories,Headphones,North America,4,934.68,449.6,485.09,0.519
ORD-19841,2024-07-19,Home Goods,Chairs,Europe,7,1665.34,916.75,748.59,0.4495
ORD-41258,2024-07-19,Electronics,Monitors,Middle East & Africa,10,7401.18,5633.28,1767.91,0.2389
ORD-54002,2024-07-19,Clothing,T-Shirts,Latin America,3,231.34,91.45,139.89,0.6047
ORD-71340,2024-07-20,Electronics,Laptops,Latin America,10,18968.43,11917.36,7051.07,0.3717
ORD-85900,2024-07-20,Electronics,Monitors,Asia Pacific,10,17810.66,11959.72,5850.94,0.3285
ORD-90546,2024-07-20,Accessories,Headphones,Europe,1,45.49,19.87,25.61,0.5631
ORD-99969,2024-07-20,Electronics,Smartphones,Middle East & Africa,4,2792.76,2035.12,757.64,0.2713
ORD-56453,2024-07-20,Clothing,Jackets,Asia Pacific,8,404.56,173.57,230.99,0.571
ORD-59108,2024-07-20,Home Goods,Desks,Latin America,1,325.97,227.02,98.95,0.3036
ORD-27043,2024-07-20,Electronics,Smartphones,Latin America,6,10999.13,6803.49,4195.64,0.3815
ORD-79001,2024-07-20,Home Goods,Desks,Middle East & Africa,10,3068.65,1844.38,1224.27,0.399
ORD-44332,2024-07-20,Electronics,Tablets,Latin America,10,6222.94,4819.03,1403.91,0.2256
ORD-59743,2024-07-20,Accessories,Backpacks,Latin America,2,336.48,165.76,170.71,0.5074
ORD-10652,2024-07-20,Clothing,Jeans,Europe,5,633.31,269.71,363.59,0.5741
ORD-49148,2024-07-20,Clothing,Jackets,North America,4,484.8,206.59,278.21,0.5739
ORD-68694,2024-07-20,Electronics,Smartphones,Asia Pacific,10,10796.95,7933.35,2863.6,0.2652
ORD-13578,2024-07-20,Accessories,Chargers,Asia Pacific,5,1334.2,537.21,796.99,0.5974
ORD-24836,2024-07-21,Home Goods,Lamps,Latin America,3,692.31,410.45,281.85,0.4071
ORD-53809,2024-07-21,Clothing,Jackets,Europe,9,887.92,358.88,529.03,0.5958
ORD-18171,2024-07-21,Clothing,T-Shirts,North America,2,266.85,96.85,170.0,0.6371
ORD-24448,2024-07-21,Clothing,Jeans,Asia Pacific,3,358.68,141.2,217.48,0.6063
ORD-43130,2024-07-21,Home Goods,Sofas,Middle East & Africa,9,5666.24,3150.94,2515.3,0.4439
ORD-91620,2024-07-21,Clothing,Sneakers,Latin America,9,555.91,205.43,350.48,0.6305
ORD-51507,2024-07-21,Home Goods,Chairs,Latin America,6,1151.91,695.7,456.21,0.396
ORD-92412,2024-07-21,Clothing,Jackets,Latin America,1,107.67,42.93,64.74,0.6013
ORD-80251,2024-07-21,Electronics,Tablets,Asia Pacific,7,9392.62,5828.62,3564.0,0.3794
ORD-46467,2024-07-21,Accessories,Smartwatches,Latin America,7,1897.27,850.74,1046.54,0.5516
ORD-78988,2024-07-21,Electronics,Laptops,North America,2,1719.34,1102.15,617.18,0.359
ORD-17202,2024-07-21,Accessories,Chargers,Europe,4,726.4,339.11,387.3,0.5332
ORD-60948,2024-07-21,Home Goods,Lamps,Asia Pacific,9,3217.16,1778.72,1438.44,0.4471
ORD-75846,2024-07-22,Accessories,Smartwatches,Asia Pacific,2,314.64,185.15,129.49,0.4115
ORD-60333,2024-07-22,Home Goods,Chairs,North America,7,5087.24,2634.53,2452.72,0.4821
ORD-34802,2024-07-22,Clothing,T-Shirts,Latin America,5,104.63,52.15,52.48,0.5016
